date,region,avg_temperature_c,precipitation_mm,co2_ppm,temperature_anomaly_c,humidity_percent,Year,Month
15-12-2015,South,14.02,63.47,408.98,1.09,54.13,2015,December
16-12-2015,Central,16.96,72.45,407.33,1.42,82.99,2015,December
17-12-2015,North,17.99,72.90,409.65,1.52,43.72,2015,December
18-12-2015,East,9.10,86.64,410.77,0.73,52.35,2015,December
19-12-2015,North,13.93,40.63,408.69,0.71,82.77,2015,December
20-12-2015,East,15.07,46.68,408.40,0.70,72.69,2015,December
21-12-2015,Central,17.11,107.39,411.90,0.82,61.09,2015,December
22-12-2015,North,20.86,56.24,407.49,1.42,79.96,2015,December
23-12-2015,West,13.00,65.00,406.54,1.26,70.36,2015,December
24-12-2015,East,14.10,58.32,407.92,0.93,67.79,2015,December
25-12-2015,West,14.04,39.46,407.35,1.09,67.71,2015,December
26-12-2015,North,12.89,100.59,410.25,1.51,70.58,2015,December
27-12-2015,West,14.70,46.81,409.14,1.67,71.07,2015,December
28-12-2015,West,19.18,31.82,409.36,1.17,91.35,2015,December
29-12-2015,North,11.88,48.73,411.43,0.30,62.66,2015,December
30-12-2015,Central,17.81,9.96,408.67,1.18,63.03,2015,December
31-12-2015,West,9.29,43.72,410.88,1.38,50.16,2015,December
01-01-2016,West,13.85,35.80,411.99,1.16,64.38,2016,January
02-01-2016,Central,14.78,75.44,409.05,1.31,87.35,2016,January
03-01-2016,West,22.80,43.16,410.85,1.20,76.81,2016,January
04-01-2016,West,15.00,82.20,409.39,0.73,58.48,2016,January
05-01-2016,West,7.29,94.96,411.15,0.83,65.36,2016,January
06-01-2016,South,8.10,79.53,407.41,1.00,49.44,2016,January
07-01-2016,Central,16.23,54.62,407.31,1.42,53.37,2016,January
08-01-2016,West,18.55,63.53,409.20,0.87,66.79,2016,January
09-01-2016,Central,17.60,21.88,408.46,1.24,59.07,2016,January
10-01-2016,East,16.77,56.66,409.03,1.19,52.46,2016,January
11-01-2016,East,20.75,38.49,409.48,1.58,70.88,2016,January
12-01-2016,West,13.94,77.36,410.90,1.09,64.01,2016,January
13-01-2016,Central,19.68,124.32,409.22,0.58,46.19,2016,January
14-01-2016,Central,9.57,72.50,408.60,1.30,40.10,2016,January
15-01-2016,Central,12.48,10.22,409.32,1.74,58.16,2016,January
16-01-2016,South,8.88,50.97,408.70,1.32,45.94,2016,January
17-01-2016,East,15.00,63.06,408.47,0.87,42.57,2016,January
18-01-2016,Central,15.92,62.18,407.46,0.78,78.55,2016,January
19-01-2016,Central,16.56,41.73,409.99,0.82,63.83,2016,January
20-01-2016,South,16.35,66.13,409.04,1.71,61.81,2016,January
21-01-2016,South,12.40,28.94,411.35,1.01,62.74,2016,January
22-01-2016,Central,15.35,36.38,407.74,0.91,51.35,2016,January
23-01-2016,North,10.12,76.14,409.11,1.06,69.93,2016,January
24-01-2016,Central,21.56,34.61,412.65,1.01,63.43,2016,January
25-01-2016,Central,14.89,73.46,408.53,1.58,55.91,2016,January
26-01-2016,South,14.15,25.76,409.59,0.80,57.71,2016,January
27-01-2016,South,22.46,104.12,408.13,1.46,50.27,2016,January
28-01-2016,Central,11.14,40.64,407.94,1.15,60.13,2016,January
29-01-2016,Central,11.61,54.41,412.30,1.47,62.12,2016,January
30-01-2016,Central,11.73,68.27,410.24,1.59,59.81,2016,January
31-01-2016,South,15.84,45.87,410.19,1.14,65.66,2016,January
01-02-2016,Central,17.84,63.59,407.46,1.02,64.06,2016,February
02-02-2016,Central,19.07,74.38,410.55,1.13,67.77,2016,February
03-02-2016,West,26.40,84.02,411.76,1.08,76.32,2016,February
04-02-2016,North,7.11,79.79,411.75,0.62,72.12,2016,February
05-02-2016,East,18.55,55.70,411.04,1.58,76.46,2016,February
06-02-2016,North,13.89,56.33,408.35,1.19,54.83,2016,February
07-02-2016,West,13.77,118.73,410.53,0.77,58.90,2016,February
08-02-2016,East,13.64,83.75,411.07,0.49,72.84,2016,February
09-02-2016,Central,12.48,36.95,407.38,0.42,73.06,2016,February
10-02-2016,West,22.85,62.50,408.40,1.35,56.86,2016,February
11-02-2016,Central,19.49,51.62,411.42,0.93,72.34,2016,February
12-02-2016,South,16.21,56.62,411.42,0.98,53.68,2016,February
13-02-2016,West,21.52,29.26,407.79,1.26,70.77,2016,February
14-02-2016,South,10.07,49.70,411.31,0.96,64.68,2016,February
15-02-2016,West,10.80,105.29,410.27,1.28,48.39,2016,February
16-02-2016,West,7.41,74.48,411.31,1.15,59.79,2016,February
17-02-2016,South,13.32,2.28,409.19,1.09,91.19,2016,February
18-02-2016,East,16.77,90.42,411.12,0.65,67.43,2016,February
19-02-2016,North,16.53,87.24,411.43,0.87,92.61,2016,February
20-02-2016,Central,16.72,51.02,409.65,1.30,47.67,2016,February
21-02-2016,West,10.48,77.93,410.21,0.92,74.01,2016,February
22-02-2016,Central,19.33,38.52,409.22,1.48,34.59,2016,February
23-02-2016,South,17.08,48.24,412.68,1.83,65.00,2016,February
24-02-2016,Central,19.05,97.46,410.03,1.32,72.57,2016,February
25-02-2016,South,8.55,53.21,408.84,1.57,75.05,2016,February
26-02-2016,Central,17.37,13.26,409.15,1.34,55.41,2016,February
27-02-2016,North,11.37,58.42,410.43,0.96,77.47,2016,February
28-02-2016,North,14.54,58.04,411.38,1.18,58.60,2016,February
29-02-2016,North,18.26,89.96,408.25,1.73,63.03,2016,February
01-03-2016,North,16.49,60.36,413.03,0.97,59.80,2016,March
02-03-2016,North,12.72,49.46,410.74,0.81,51.36,2016,March
03-03-2016,North,16.15,86.13,410.98,0.79,83.84,2016,March
04-03-2016,South,10.00,63.02,410.14,1.06,65.58,2016,March
05-03-2016,West,20.73,41.25,410.33,0.83,78.05,2016,March
06-03-2016,Central,15.31,88.87,410.09,1.63,77.54,2016,March
07-03-2016,North,20.60,64.84,411.84,1.19,53.38,2016,March
08-03-2016,South,14.02,60.07,410.31,1.42,79.59,2016,March
09-03-2016,South,14.04,64.45,411.49,1.04,71.04,2016,March
10-03-2016,South,13.07,33.23,409.69,0.79,52.51,2016,March
11-03-2016,West,19.64,46.81,410.65,0.74,70.39,2016,March
12-03-2016,Central,13.29,60.09,409.16,0.86,52.72,2016,March
13-03-2016,West,18.71,55.13,412.20,1.24,84.28,2016,March
14-03-2016,East,14.60,91.81,409.13,1.29,74.77,2016,March
15-03-2016,South,8.23,65.44,409.90,1.31,64.15,2016,March
16-03-2016,East,13.85,81.37,409.93,0.69,80.18,2016,March
17-03-2016,North,11.42,60.23,409.88,1.13,46.02,2016,March
18-03-2016,North,16.27,86.41,411.50,0.83,56.01,2016,March
19-03-2016,West,11.37,69.94,409.95,1.26,61.97,2016,March
20-03-2016,Central,19.84,60.34,412.52,1.28,91.83,2016,March
21-03-2016,East,15.77,59.67,409.22,0.78,52.15,2016,March
22-03-2016,Central,15.43,36.14,410.71,1.43,44.51,2016,March
23-03-2016,West,18.76,72.67,409.30,1.84,47.67,2016,March
24-03-2016,North,19.99,58.99,411.10,1.39,75.87,2016,March
25-03-2016,Central,16.06,47.45,410.46,1.09,57.87,2016,March
26-03-2016,Central,13.05,87.66,410.26,1.04,63.09,2016,March
27-03-2016,North,9.04,28.74,412.28,1.08,74.15,2016,March
28-03-2016,East,13.40,49.44,409.52,0.91,63.10,2016,March
29-03-2016,North,13.67,85.69,411.39,1.22,67.45,2016,March
30-03-2016,Central,16.57,67.89,409.37,0.80,71.42,2016,March
31-03-2016,East,14.76,58.80,410.70,0.57,59.83,2016,March
01-04-2016,East,18.89,66.28,408.75,1.21,63.00,2016,April
02-04-2016,North,13.69,64.49,409.56,1.15,67.90,2016,April
03-04-2016,Central,15.91,22.08,410.44,0.97,75.42,2016,April
04-04-2016,West,20.88,51.27,413.29,0.76,55.49,2016,April
05-04-2016,Central,17.51,100.41,410.73,1.23,28.75,2016,April
06-04-2016,South,15.90,43.52,413.07,0.85,73.15,2016,April
07-04-2016,West,13.74,52.04,410.93,1.10,76.13,2016,April
08-04-2016,East,13.61,46.46,410.02,1.67,67.40,2016,April
09-04-2016,West,12.74,57.82,412.92,1.34,68.22,2016,April
10-04-2016,East,13.98,45.42,411.28,0.73,58.23,2016,April
11-04-2016,East,19.17,72.17,409.67,0.76,71.00,2016,April
12-04-2016,West,15.26,64.93,411.35,1.19,75.24,2016,April
13-04-2016,East,10.75,79.34,410.21,0.73,65.68,2016,April
14-04-2016,East,23.22,33.73,407.68,0.55,94.89,2016,April
15-04-2016,South,17.43,51.49,412.07,1.31,46.24,2016,April
16-04-2016,Central,10.52,54.36,412.32,1.25,66.96,2016,April
17-04-2016,Central,14.38,71.39,413.44,1.28,50.91,2016,April
18-04-2016,South,16.59,40.17,411.33,1.23,75.56,2016,April
19-04-2016,West,22.97,82.89,410.33,1.13,46.02,2016,April
20-04-2016,North,11.72,89.66,411.97,0.95,48.99,2016,April
21-04-2016,North,20.06,35.28,412.00,1.31,57.40,2016,April
22-04-2016,North,21.75,47.73,413.19,1.61,68.19,2016,April
23-04-2016,South,13.64,46.70,410.67,1.00,57.85,2016,April
24-04-2016,South,15.04,125.81,410.50,0.85,57.97,2016,April
25-04-2016,East,12.01,49.25,409.68,0.81,62.83,2016,April
26-04-2016,North,15.34,101.94,411.57,0.89,62.09,2016,April
27-04-2016,West,16.01,28.33,408.45,1.22,82.85,2016,April
28-04-2016,West,18.79,35.26,411.95,0.51,73.23,2016,April
29-04-2016,North,20.52,42.83,411.68,1.29,61.11,2016,April
30-04-2016,North,13.16,38.86,411.68,1.35,90.16,2016,April
01-05-2016,North,8.29,53.30,411.02,0.62,70.90,2016,May
02-05-2016,South,16.07,42.28,413.12,0.86,53.37,2016,May
03-05-2016,South,17.33,39.52,412.14,1.18,68.08,2016,May
04-05-2016,South,17.16,88.96,409.93,1.11,71.43,2016,May
05-05-2016,Central,14.85,90.59,409.96,1.31,56.75,2016,May
06-05-2016,West,16.66,83.73,409.54,1.12,52.37,2016,May
07-05-2016,West,22.22,73.10,411.69,1.54,66.04,2016,May
08-05-2016,East,17.69,62.32,409.37,1.06,60.68,2016,May
09-05-2016,South,14.67,47.57,412.51,0.87,82.75,2016,May
10-05-2016,Central,14.16,36.17,412.88,0.84,73.89,2016,May
11-05-2016,Central,15.48,69.07,409.58,1.38,57.31,2016,May
12-05-2016,West,22.71,30.66,410.63,1.17,70.11,2016,May
13-05-2016,South,15.43,35.15,410.95,1.35,80.21,2016,May
14-05-2016,East,16.08,88.82,412.26,1.35,48.27,2016,May
15-05-2016,South,14.23,107.52,413.35,0.56,52.73,2016,May
16-05-2016,North,20.56,69.83,408.42,0.82,64.87,2016,May
17-05-2016,South,24.00,87.66,410.48,0.86,65.43,2016,May
18-05-2016,North,17.97,53.85,410.57,0.92,64.37,2016,May
19-05-2016,North,16.50,26.56,408.87,1.04,61.27,2016,May
20-05-2016,East,16.31,75.30,410.26,1.47,61.09,2016,May
21-05-2016,West,6.63,74.23,411.63,1.53,69.61,2016,May
22-05-2016,South,19.15,61.79,410.58,1.08,78.61,2016,May
23-05-2016,North,16.70,53.94,408.69,1.09,59.23,2016,May
24-05-2016,South,17.88,84.06,415.33,0.96,94.26,2016,May
25-05-2016,West,13.32,35.36,411.43,1.19,88.53,2016,May
26-05-2016,West,14.63,40.66,411.20,1.23,80.95,2016,May
27-05-2016,Central,14.53,34.80,409.40,1.41,72.47,2016,May
28-05-2016,West,20.26,62.12,411.45,1.41,89.10,2016,May
29-05-2016,East,14.66,32.80,410.82,0.48,61.52,2016,May
30-05-2016,North,24.50,42.89,408.24,1.12,55.01,2016,May
31-05-2016,Central,17.89,42.36,409.48,1.59,58.69,2016,May
01-06-2016,East,11.07,53.48,412.28,1.04,52.96,2016,June
02-06-2016,South,15.66,22.82,414.02,1.51,66.46,2016,June
03-06-2016,North,13.57,62.18,411.66,1.08,68.60,2016,June
04-06-2016,West,7.40,91.18,412.77,1.23,67.41,2016,June
05-06-2016,North,22.57,63.39,410.89,0.83,64.85,2016,June
06-06-2016,South,18.99,98.53,411.01,0.84,66.60,2016,June
07-06-2016,Central,18.31,93.35,412.78,1.39,85.84,2016,June
08-06-2016,Central,16.84,79.44,413.65,1.44,72.44,2016,June
09-06-2016,Central,10.65,61.87,413.11,1.18,76.07,2016,June
10-06-2016,West,14.24,60.56,409.57,0.81,67.29,2016,June
11-06-2016,East,19.54,79.09,411.08,1.19,45.61,2016,June
12-06-2016,East,11.97,50.21,411.61,1.55,43.23,2016,June
13-06-2016,North,6.05,12.94,410.81,1.70,89.99,2016,June
14-06-2016,West,15.27,72.30,411.79,1.08,58.62,2016,June
15-06-2016,Central,15.61,31.72,412.45,0.68,57.60,2016,June
16-06-2016,Central,16.72,35.95,412.73,1.43,67.95,2016,June
17-06-2016,South,19.09,60.01,413.76,1.10,71.60,2016,June
18-06-2016,South,18.73,57.62,410.75,1.46,73.12,2016,June
19-06-2016,Central,17.22,24.70,409.21,1.27,86.29,2016,June
20-06-2016,Central,20.96,64.14,411.80,0.92,83.01,2016,June
21-06-2016,West,10.11,84.15,414.10,1.20,55.27,2016,June
22-06-2016,East,18.20,31.79,410.56,1.57,76.62,2016,June
23-06-2016,South,18.69,91.81,412.32,1.14,60.39,2016,June
24-06-2016,East,11.22,21.00,412.34,0.87,63.35,2016,June
25-06-2016,West,10.17,112.93,411.59,0.71,51.87,2016,June
26-06-2016,Central,13.20,49.72,411.33,0.95,44.68,2016,June
27-06-2016,East,13.54,63.64,409.94,1.06,64.62,2016,June
28-06-2016,Central,19.20,12.70,407.91,1.43,53.53,2016,June
29-06-2016,Central,13.73,58.45,409.68,0.85,76.13,2016,June
30-06-2016,North,12.76,65.71,410.77,1.65,61.63,2016,June
01-07-2016,East,13.74,57.85,413.01,0.79,68.70,2016,July
02-07-2016,East,20.66,45.92,411.22,1.89,81.41,2016,July
03-07-2016,Central,16.24,36.34,410.60,1.71,47.18,2016,July
04-07-2016,West,15.47,88.26,410.05,1.23,56.30,2016,July
05-07-2016,North,15.75,60.77,412.38,0.69,67.17,2016,July
06-07-2016,Central,21.36,98.52,413.44,1.17,68.75,2016,July
07-07-2016,South,13.19,46.84,413.01,1.07,78.24,2016,July
08-07-2016,South,21.45,49.13,412.33,0.81,75.41,2016,July
09-07-2016,North,17.03,80.39,409.22,1.28,66.16,2016,July
10-07-2016,West,15.55,19.43,410.91,0.94,68.64,2016,July
11-07-2016,Central,26.20,29.66,414.37,0.98,68.97,2016,July
12-07-2016,East,11.97,87.44,413.14,1.13,47.36,2016,July
13-07-2016,North,14.78,30.70,409.16,1.02,63.12,2016,July
14-07-2016,West,11.26,14.52,411.39,1.82,67.98,2016,July
15-07-2016,East,20.00,106.71,412.03,1.03,70.50,2016,July
16-07-2016,South,22.95,25.15,410.35,1.33,53.91,2016,July
17-07-2016,South,22.87,64.60,408.04,1.24,49.77,2016,July
18-07-2016,East,21.09,61.73,411.66,1.30,62.19,2016,July
19-07-2016,North,15.41,10.27,410.34,1.32,88.61,2016,July
20-07-2016,South,14.74,53.32,410.36,1.46,55.17,2016,July
21-07-2016,Central,9.51,71.21,411.01,1.28,79.09,2016,July
22-07-2016,East,24.34,68.86,411.35,1.26,84.02,2016,July
23-07-2016,East,18.07,82.59,411.55,1.22,65.55,2016,July
24-07-2016,South,14.23,50.31,410.24,1.16,56.84,2016,July
25-07-2016,North,21.51,77.81,411.25,0.93,71.15,2016,July
26-07-2016,Central,12.31,42.77,408.95,1.18,67.34,2016,July
27-07-2016,North,17.83,24.74,412.06,1.27,54.69,2016,July
28-07-2016,West,15.51,27.56,407.32,1.32,57.09,2016,July
29-07-2016,West,18.76,23.45,411.18,1.25,70.44,2016,July
30-07-2016,South,15.95,85.24,413.00,1.13,76.20,2016,July
31-07-2016,South,10.40,22.14,410.04,1.18,61.13,2016,July
01-08-2016,South,16.50,66.85,412.71,1.04,64.17,2016,August
02-08-2016,West,20.40,53.35,413.38,1.30,73.02,2016,August
03-08-2016,North,16.09,57.43,406.70,1.14,62.93,2016,August
04-08-2016,North,19.30,94.09,411.44,1.26,61.41,2016,August
05-08-2016,South,12.02,49.04,407.36,1.50,55.94,2016,August
06-08-2016,Central,16.10,75.29,411.51,0.99,55.73,2016,August
07-08-2016,North,13.71,60.94,411.68,1.38,97.03,2016,August
08-08-2016,West,19.19,56.20,407.98,1.22,62.65,2016,August
09-08-2016,East,16.33,117.50,414.60,1.81,81.38,2016,August
10-08-2016,East,18.97,23.97,412.15,1.14,85.21,2016,August
11-08-2016,East,20.56,92.23,410.46,1.42,62.80,2016,August
12-08-2016,Central,18.97,76.41,413.94,1.21,69.42,2016,August
13-08-2016,South,17.30,48.01,409.05,0.79,66.23,2016,August
14-08-2016,West,12.22,100.73,409.91,1.05,45.65,2016,August
15-08-2016,Central,16.20,13.80,408.32,1.47,46.38,2016,August
16-08-2016,West,14.08,46.96,414.48,1.08,65.59,2016,August
17-08-2016,West,14.83,29.79,412.28,0.54,59.90,2016,August
18-08-2016,South,14.71,70.30,412.78,1.20,87.70,2016,August
19-08-2016,East,12.29,32.17,412.25,0.88,62.16,2016,August
20-08-2016,South,8.38,70.83,412.67,1.25,88.41,2016,August
21-08-2016,Central,13.54,55.34,411.94,1.68,59.28,2016,August
22-08-2016,Central,16.99,48.02,412.24,1.44,87.95,2016,August
23-08-2016,Central,10.82,69.72,412.00,1.67,71.08,2016,August
24-08-2016,South,16.28,53.28,410.93,1.05,71.76,2016,August
25-08-2016,West,23.82,32.78,411.79,1.17,58.86,2016,August
26-08-2016,West,20.31,130.03,412.28,0.90,71.92,2016,August
27-08-2016,North,22.79,47.82,412.04,1.01,85.31,2016,August
28-08-2016,Central,17.78,4.56,409.67,0.94,63.26,2016,August
29-08-2016,West,20.89,38.95,409.87,0.82,60.93,2016,August
30-08-2016,North,13.32,28.32,413.53,1.63,62.04,2016,August
31-08-2016,West,13.64,80.65,411.45,0.59,84.44,2016,August
01-09-2016,Central,5.26,68.04,412.80,1.63,75.26,2016,September
02-09-2016,East,20.96,69.97,410.29,1.59,82.37,2016,September
03-09-2016,Central,22.38,50.75,409.73,1.37,68.76,2016,September
04-09-2016,South,14.01,53.02,410.68,0.88,65.47,2016,September
05-09-2016,West,15.20,50.73,411.62,0.75,70.09,2016,September
06-09-2016,West,13.20,57.97,410.97,1.06,77.84,2016,September
07-09-2016,South,17.75,80.88,413.91,1.41,62.03,2016,September
08-09-2016,South,20.72,68.40,412.25,1.22,81.42,2016,September
09-09-2016,East,9.25,72.50,414.76,0.91,69.39,2016,September
10-09-2016,West,17.86,72.49,412.61,1.57,36.12,2016,September
11-09-2016,West,15.12,82.11,408.39,1.73,75.60,2016,September
12-09-2016,East,16.68,67.20,413.60,1.16,49.73,2016,September
13-09-2016,North,18.06,68.97,409.76,1.26,75.31,2016,September
14-09-2016,East,15.47,89.72,412.38,0.77,75.82,2016,September
15-09-2016,Central,15.81,43.37,410.88,1.10,68.96,2016,September
16-09-2016,West,15.37,38.61,415.27,1.38,71.52,2016,September
17-09-2016,South,20.11,30.35,414.22,1.33,78.19,2016,September
18-09-2016,Central,17.90,64.57,410.96,1.07,59.05,2016,September
19-09-2016,West,17.11,13.66,411.89,1.14,74.52,2016,September
20-09-2016,East,11.14,71.55,412.46,1.09,78.96,2016,September
21-09-2016,Central,14.71,57.27,413.39,1.14,86.12,2016,September
22-09-2016,West,19.82,88.37,412.15,1.36,51.73,2016,September
23-09-2016,North,16.38,43.20,410.58,0.64,69.90,2016,September
24-09-2016,North,18.87,54.92,411.05,1.21,53.46,2016,September
25-09-2016,South,23.30,88.06,412.13,1.33,52.95,2016,September
26-09-2016,West,20.38,94.58,414.00,1.06,69.31,2016,September
27-09-2016,North,16.60,43.00,412.80,1.09,65.93,2016,September
28-09-2016,East,14.19,64.54,411.00,1.10,78.74,2016,September
29-09-2016,West,6.02,67.36,413.14,1.09,60.85,2016,September
30-09-2016,East,15.56,69.34,411.60,1.23,63.39,2016,September
01-10-2016,East,14.93,53.44,413.53,1.27,67.54,2016,October
02-10-2016,North,17.79,92.03,415.99,0.60,54.66,2016,October
03-10-2016,West,15.62,12.76,411.67,1.43,56.32,2016,October
04-10-2016,Central,14.95,49.47,413.42,1.15,78.39,2016,October
05-10-2016,North,9.12,71.20,411.11,1.81,58.41,2016,October
06-10-2016,North,12.48,71.43,412.07,0.88,79.19,2016,October
07-10-2016,West,18.14,93.82,412.29,0.98,72.29,2016,October
08-10-2016,West,23.10,89.96,411.96,1.18,46.43,2016,October
09-10-2016,East,15.85,52.86,415.96,1.36,71.36,2016,October
10-10-2016,West,17.55,92.50,411.81,0.65,71.27,2016,October
11-10-2016,East,20.05,42.15,413.16,0.99,70.08,2016,October
12-10-2016,North,12.99,83.27,409.39,1.42,63.30,2016,October
13-10-2016,South,17.71,105.26,412.95,0.95,53.72,2016,October
14-10-2016,Central,13.28,90.37,414.02,1.65,81.15,2016,October
15-10-2016,North,19.70,62.64,411.52,1.10,63.78,2016,October
16-10-2016,West,16.85,51.71,408.56,0.97,54.40,2016,October
17-10-2016,Central,17.43,21.79,412.28,1.42,70.49,2016,October
18-10-2016,South,13.11,67.76,412.37,1.72,56.09,2016,October
19-10-2016,South,19.07,32.12,413.44,1.37,53.61,2016,October
20-10-2016,East,24.58,40.17,415.38,1.62,60.49,2016,October
21-10-2016,Central,12.21,30.23,411.80,1.75,57.02,2016,October
22-10-2016,East,14.88,48.49,411.09,0.97,54.05,2016,October
23-10-2016,North,17.17,59.30,410.64,1.53,74.68,2016,October
24-10-2016,Central,19.39,66.84,412.69,0.79,63.63,2016,October
25-10-2016,North,14.01,44.99,413.12,1.37,80.03,2016,October
26-10-2016,East,4.91,86.73,411.60,1.22,54.75,2016,October
27-10-2016,Central,21.68,54.79,413.59,1.62,44.27,2016,October
28-10-2016,East,19.29,40.31,413.13,1.60,66.79,2016,October
29-10-2016,Central,9.27,65.66,412.51,1.42,87.27,2016,October
30-10-2016,East,13.82,109.09,411.10,1.34,71.37,2016,October
31-10-2016,South,22.52,68.38,411.74,1.40,100.00,2016,October
01-11-2016,East,22.04,50.93,408.82,1.27,68.98,2016,November
02-11-2016,South,20.00,21.81,412.83,1.23,67.83,2016,November
03-11-2016,East,15.54,54.51,412.53,1.68,39.14,2016,November
04-11-2016,Central,16.58,65.87,412.78,1.72,70.14,2016,November
05-11-2016,Central,15.73,50.31,413.26,1.21,67.02,2016,November
06-11-2016,Central,20.76,18.37,413.09,1.32,60.11,2016,November
07-11-2016,West,12.75,38.74,412.36,1.28,63.36,2016,November
08-11-2016,North,13.03,96.36,412.60,0.77,64.18,2016,November
09-11-2016,Central,20.29,95.85,410.43,1.15,62.84,2016,November
10-11-2016,South,16.08,37.83,411.67,1.73,90.08,2016,November
11-11-2016,Central,21.77,76.82,412.63,1.03,60.55,2016,November
12-11-2016,West,13.57,30.54,411.46,1.89,67.03,2016,November
13-11-2016,South,16.04,95.11,413.87,1.61,60.15,2016,November
14-11-2016,West,12.57,66.13,411.60,1.38,74.40,2016,November
15-11-2016,South,16.28,83.74,412.92,1.42,67.12,2016,November
16-11-2016,East,10.34,17.12,412.78,0.98,61.64,2016,November
17-11-2016,North,14.31,76.94,413.73,1.18,41.89,2016,November
18-11-2016,North,10.51,59.81,413.97,1.69,67.92,2016,November
19-11-2016,West,19.03,81.30,413.67,1.07,61.29,2016,November
20-11-2016,North,19.12,82.87,409.48,1.58,64.27,2016,November
21-11-2016,West,9.34,61.64,414.44,0.85,50.81,2016,November
22-11-2016,West,21.59,44.98,414.95,0.90,82.20,2016,November
23-11-2016,West,26.25,79.49,411.94,1.83,75.28,2016,November
24-11-2016,North,16.44,58.50,413.03,1.26,82.17,2016,November
25-11-2016,West,13.70,38.18,411.35,1.10,78.76,2016,November
26-11-2016,North,27.56,37.00,409.77,1.67,72.11,2016,November
27-11-2016,West,10.99,23.07,411.59,1.63,51.29,2016,November
28-11-2016,Central,16.34,47.24,411.90,1.54,87.12,2016,November
29-11-2016,West,16.98,87.57,412.19,1.09,53.87,2016,November
30-11-2016,South,21.64,64.45,411.29,1.18,61.78,2016,November
01-12-2016,West,17.70,46.76,411.64,1.36,73.48,2016,December
02-12-2016,East,14.27,80.12,412.73,1.47,74.08,2016,December
03-12-2016,West,12.46,39.19,411.60,1.11,71.87,2016,December
04-12-2016,South,14.90,62.38,413.58,1.32,60.20,2016,December
05-12-2016,South,12.24,55.51,413.80,1.35,57.72,2016,December
06-12-2016,North,16.46,79.48,416.35,1.65,95.41,2016,December
07-12-2016,Central,14.01,20.57,414.48,1.49,64.53,2016,December
08-12-2016,West,10.29,38.75,413.17,0.81,63.06,2016,December
09-12-2016,North,21.29,19.04,411.88,1.20,56.44,2016,December
10-12-2016,Central,14.28,53.51,413.26,0.99,67.94,2016,December
11-12-2016,West,11.20,90.29,413.32,1.44,67.38,2016,December
12-12-2016,East,15.60,47.36,412.07,1.55,64.81,2016,December
13-12-2016,West,16.54,47.23,414.02,1.30,69.58,2016,December
14-12-2016,South,9.28,81.79,410.76,1.19,86.16,2016,December
15-12-2016,South,17.60,86.71,412.50,1.29,57.86,2016,December
16-12-2016,East,12.08,57.79,413.71,1.33,65.52,2016,December
17-12-2016,North,23.12,77.12,412.45,1.08,57.23,2016,December
18-12-2016,Central,18.37,33.08,412.58,0.91,68.54,2016,December
19-12-2016,West,14.67,94.45,412.69,0.66,58.18,2016,December
20-12-2016,South,13.29,113.72,411.66,1.65,58.69,2016,December
21-12-2016,North,15.85,73.03,414.68,1.42,47.49,2016,December
22-12-2016,East,18.72,7.89,411.40,1.38,66.17,2016,December
23-12-2016,South,16.17,46.04,413.41,1.65,70.16,2016,December
24-12-2016,East,15.41,75.32,413.57,0.90,87.33,2016,December
25-12-2016,West,16.51,49.46,411.53,0.75,70.63,2016,December
26-12-2016,Central,13.86,91.80,413.07,1.39,59.60,2016,December
27-12-2016,South,14.90,74.70,411.61,1.36,48.68,2016,December
28-12-2016,South,7.93,42.34,415.07,0.76,50.34,2016,December
29-12-2016,West,20.17,60.81,411.28,1.39,49.45,2016,December
30-12-2016,North,17.47,37.65,412.02,1.16,87.54,2016,December
31-12-2016,Central,13.18,55.44,411.17,1.04,68.45,2016,December
01-01-2017,South,23.87,46.14,410.98,1.18,58.00,2017,January
02-01-2017,Central,16.63,89.37,415.41,0.55,53.48,2017,January
03-01-2017,South,12.14,112.90,413.85,1.10,54.73,2017,January
04-01-2017,Central,19.71,24.22,413.26,1.07,57.69,2017,January
05-01-2017,East,17.87,11.92,412.07,1.45,80.80,2017,January
06-01-2017,South,17.86,53.87,414.42,1.23,64.64,2017,January
07-01-2017,Central,14.58,22.04,411.84,1.47,47.63,2017,January
08-01-2017,North,18.08,61.16,414.27,0.52,92.73,2017,January
09-01-2017,East,15.24,78.72,411.78,1.03,51.32,2017,January
10-01-2017,East,18.51,97.35,412.13,1.45,57.91,2017,January
11-01-2017,North,8.66,65.03,414.25,1.19,80.72,2017,January
12-01-2017,Central,14.55,55.17,414.41,1.54,69.98,2017,January
13-01-2017,West,23.17,10.54,414.02,0.74,59.36,2017,January
14-01-2017,North,13.22,60.65,411.56,1.50,50.22,2017,January
15-01-2017,Central,13.87,61.78,412.47,1.09,53.40,2017,January
16-01-2017,North,14.49,75.97,413.39,1.07,54.12,2017,January
17-01-2017,North,11.43,42.29,411.89,1.58,65.08,2017,January
18-01-2017,South,7.45,49.12,415.23,1.64,67.29,2017,January
19-01-2017,Central,15.37,23.05,409.58,1.60,63.22,2017,January
20-01-2017,West,16.83,2.72,412.02,1.90,64.53,2017,January
21-01-2017,South,16.08,32.29,412.43,1.67,52.39,2017,January
22-01-2017,North,15.71,20.74,408.94,1.05,68.52,2017,January
23-01-2017,North,16.46,68.42,411.12,1.33,80.37,2017,January
24-01-2017,North,20.38,47.05,414.16,1.18,63.05,2017,January
