date,region,avg_temperature_c,precipitation_mm,co2_ppm,temperature_anomaly_c,humidity_percent
17-04-2016,Central,14.38,71.39,413.44,1.28,50.91
18-04-2016,South,16.59,40.17,411.33,1.23,75.56
19-04-2016,West,22.97,82.89,410.33,1.13,46.02
20-04-2016,North,11.72,89.66,411.97,0.95,48.99
21-04-2016,North,20.06,35.28,412.00,1.31,57.40
22-04-2016,North,21.75,47.73,413.19,1.61,68.19
23-04-2016,South,13.64,46.70,410.67,1.00,57.85
24-04-2016,South,15.04,125.81,410.50,0.85,57.97
25-04-2016,East,12.01,49.25,409.68,0.81,62.83
26-04-2016,North,15.34,101.94,411.57,0.89,62.09
27-04-2016,West,16.01,28.33,408.45,1.22,82.85
28-04-2016,West,18.79,35.26,411.95,0.51,73.23
29-04-2016,North,20.52,42.83,411.68,1.29,61.11
30-04-2016,North,13.16,38.86,411.68,1.35,90.16
01-05-2016,North,8.29,53.30,411.02,0.62,70.90
02-05-2016,South,16.07,42.28,413.12,0.86,53.37
03-05-2016,South,17.33,39.52,412.14,1.18,68.08
04-05-2016,South,17.16,88.96,409.93,1.11,71.43
05-05-2016,Central,14.85,90.59,409.96,1.31,56.75
06-05-2016,West,16.66,83.73,409.54,1.12,52.37
07-05-2016,West,22.22,73.10,411.69,1.54,66.04
08-05-2016,East,17.69,62.32,409.37,1.06,60.68
09-05-2016,South,14.67,47.57,412.51,0.87,82.75
10-05-2016,Central,14.16,36.17,412.88,0.84,73.89
11-05-2016,Central,15.48,69.07,409.58,1.38,57.31
12-05-2016,West,22.71,30.66,410.63,1.17,70.11
13-05-2016,South,15.43,35.15,410.95,1.35,80.21
14-05-2016,East,16.08,88.82,412.26,1.35,48.27
15-05-2016,South,14.23,107.52,413.35,0.56,52.73
16-05-2016,North,20.56,69.83,408.42,0.82,64.87
17-05-2016,South,24.00,87.66,410.48,0.86,65.43
18-05-2016,North,17.97,53.85,410.57,0.92,64.37
19-05-2016,North,16.50,26.56,408.87,1.04,61.27
20-05-2016,East,16.31,75.30,410.26,1.47,61.09
21-05-2016,West,6.63,74.23,411.63,1.53,69.61
22-05-2016,South,19.15,61.79,410.58,1.08,78.61
23-05-2016,North,16.70,53.94,408.69,1.09,59.23
24-05-2016,South,17.88,84.06,415.33,0.96,94.26
25-05-2016,West,13.32,35.36,411.43,1.19,88.53
26-05-2016,West,14.63,40.66,411.20,1.23,80.95
27-05-2016,Central,14.53,34.80,409.40,1.41,72.47
28-05-2016,West,20.26,62.12,411.45,1.41,89.10
29-05-2016,East,14.66,32.80,410.82,0.48,61.52
30-05-2016,North,24.50,42.89,408.24,1.12,55.01
31-05-2016,Central,17.89,42.36,409.48,1.59,58.69
01-06-2016,East,11.07,53.48,412.28,1.04,52.96
02-06-2016,South,15.66,22.82,414.02,1.51,66.46
03-06-2016,North,13.57,62.18,411.66,1.08,68.60
04-06-2016,West,7.40,91.18,412.77,1.23,67.41
05-06-2016,North,22.57,63.39,410.89,0.83,64.85
06-06-2016,South,18.99,98.53,411.01,0.84,66.60
07-06-2016,Central,18.31,93.35,412.78,1.39,85.84
08-06-2016,Central,16.84,79.44,413.65,1.44,72.44
09-06-2016,Central,10.65,61.87,413.11,1.18,76.07
10-06-2016,West,14.24,60.56,409.57,0.81,67.29
11-06-2016,East,19.54,79.09,411.08,1.19,45.61
12-06-2016,East,11.97,50.21,411.61,1.55,43.23
13-06-2016,North,6.05,12.94,410.81,1.70,89.99
14-06-2016,West,15.27,72.30,411.79,1.08,58.62
15-06-2016,Central,15.61,31.72,412.45,0.68,57.60
16-06-2016,Central,16.72,35.95,412.73,1.43,67.95
17-06-2016,South,19.09,60.01,413.76,1.10,71.60
18-06-2016,South,18.73,57.62,410.75,1.46,73.12
19-06-2016,Central,17.22,24.70,409.21,1.27,86.29
20-06-2016,Central,20.96,64.14,411.80,0.92,83.01
21-06-2016,West,10.11,84.15,414.10,1.20,55.27
22-06-2016,East,18.20,31.79,410.56,1.57,76.62
23-06-2016,South,18.69,91.81,412.32,1.14,60.39
24-06-2016,East,11.22,21.00,412.34,0.87,63.35
25-06-2016,West,10.17,112.93,411.59,0.71,51.87
26-06-2016,Central,13.20,49.72,411.33,0.95,44.68
27-06-2016,East,13.54,63.64,409.94,1.06,64.62
28-06-2016,Central,19.20,12.70,407.91,1.43,53.53
29-06-2016,Central,13.73,58.45,409.68,0.85,76.13
30-06-2016,North,12.76,65.71,410.77,1.65,61.63
01-07-2016,East,13.74,57.85,413.01,0.79,68.70
02-07-2016,East,20.66,45.92,411.22,1.89,81.41
03-07-2016,Central,16.24,36.34,410.60,1.71,47.18
04-07-2016,West,15.47,88.26,410.05,1.23,56.30
05-07-2016,North,15.75,60.77,412.38,0.69,67.17
06-07-2016,Central,21.36,98.52,413.44,1.17,68.75
07-07-2016,South,13.19,46.84,413.01,1.07,78.24
08-07-2016,South,21.45,49.13,412.33,0.81,75.41
09-07-2016,North,17.03,80.39,409.22,1.28,66.16
10-07-2016,West,15.55,19.43,410.91,0.94,68.64
11-07-2016,Central,26.20,29.66,414.37,0.98,68.97
12-07-2016,East,11.97,87.44,413.14,1.13,47.36
13-07-2016,North,14.78,30.70,409.16,1.02,63.12
14-07-2016,West,11.26,14.52,411.39,1.82,67.98
15-07-2016,East,20.00,106.71,412.03,1.03,70.50
16-07-2016,South,22.95,25.15,410.35,1.33,53.91
17-07-2016,South,22.87,64.60,408.04,1.24,49.77
18-07-2016,East,21.09,61.73,411.66,1.30,62.19
19-07-2016,North,15.41,10.27,410.34,1.32,88.61
20-07-2016,South,14.74,53.32,410.36,1.46,55.17
21-07-2016,Central,9.51,71.21,411.01,1.28,79.09
22-07-2016,East,24.34,68.86,411.35,1.26,84.02
23-07-2016,East,18.07,82.59,411.55,1.22,65.55
24-07-2016,South,14.23,50.31,410.24,1.16,56.84
25-07-2016,North,21.51,77.81,411.25,0.93,71.15
26-07-2016,Central,12.31,42.77,408.95,1.18,67.34
27-07-2016,North,17.83,24.74,412.06,1.27,54.69
28-07-2016,West,15.51,27.56,407.32,1.32,57.09
29-07-2016,West,18.76,23.45,411.18,1.25,70.44
30-07-2016,South,15.95,85.24,413.00,1.13,76.20
31-07-2016,South,10.40,22.14,410.04,1.18,61.13
01-08-2016,South,16.50,66.85,412.71,1.04,64.17
02-08-2016,West,20.40,53.35,413.38,1.30,73.02
03-08-2016,North,16.09,57.43,406.70,1.14,62.93
04-08-2016,North,19.30,94.09,411.44,1.26,61.41
05-08-2016,South,12.02,49.04,407.36,1.50,55.94
06-08-2016,Central,16.10,75.29,411.51,0.99,55.73
07-08-2016,North,13.71,60.94,411.68,1.38,97.03
08-08-2016,West,19.19,56.20,407.98,1.22,62.65
09-08-2016,East,16.33,117.50,414.60,1.81,81.38
10-08-2016,East,18.97,23.97,412.15,1.14,85.21
11-08-2016,East,20.56,92.23,410.46,1.42,62.80
12-08-2016,Central,18.97,76.41,413.94,1.21,69.42
13-08-2016,South,17.30,48.01,409.05,0.79,66.23
14-08-2016,West,12.22,100.73,409.91,1.05,45.65
15-08-2016,Central,16.20,13.80,408.32,1.47,46.38
16-08-2016,West,14.08,46.96,414.48,1.08,65.59
17-08-2016,West,14.83,29.79,412.28,0.54,59.90
18-08-2016,South,14.71,70.30,412.78,1.20,87.70
19-08-2016,East,12.29,32.17,412.25,0.88,62.16
20-08-2016,South,8.38,70.83,412.67,1.25,88.41
21-08-2016,Central,13.54,55.34,411.94,1.68,59.28
22-08-2016,Central,16.99,48.02,412.24,1.44,87.95
23-08-2016,Central,10.82,69.72,412.00,1.67,71.08
24-08-2016,South,16.28,53.28,410.93,1.05,71.76
25-08-2016,West,23.82,32.78,411.79,1.17,58.86
26-08-2016,West,20.31,130.03,412.28,0.90,71.92
27-08-2016,North,22.79,47.82,412.04,1.01,85.31
28-08-2016,Central,17.78,4.56,409.67,0.94,63.26
29-08-2016,West,20.89,38.95,409.87,0.82,60.93
30-08-2016,North,13.32,28.32,413.53,1.63,62.04
31-08-2016,West,13.64,80.65,411.45,0.59,84.44
01-09-2016,Central,5.26,68.04,412.80,1.63,75.26
02-09-2016,East,20.96,69.97,410.29,1.59,82.37
03-09-2016,Central,22.38,50.75,409.73,1.37,68.76
04-09-2016,South,14.01,53.02,410.68,0.88,65.47
05-09-2016,West,15.20,50.73,411.62,0.75,70.09
06-09-2016,West,13.20,57.97,410.97,1.06,77.84
07-09-2016,South,17.75,80.88,413.91,1.41,62.03
08-09-2016,South,20.72,68.40,412.25,1.22,81.42
09-09-2016,East,9.25,72.50,414.76,0.91,69.39
10-09-2016,West,17.86,72.49,412.61,1.57,36.12
11-09-2016,West,15.12,82.11,408.39,1.73,75.60
12-09-2016,East,16.68,67.20,413.60,1.16,49.73
13-09-2016,North,18.06,68.97,409.76,1.26,75.31
14-09-2016,East,15.47,89.72,412.38,0.77,75.82
15-09-2016,Central,15.81,43.37,410.88,1.10,68.96
16-09-2016,West,15.37,38.61,415.27,1.38,71.52
17-09-2016,South,20.11,30.35,414.22,1.33,78.19
18-09-2016,Central,17.90,64.57,410.96,1.07,59.05
19-09-2016,West,17.11,13.66,411.89,1.14,74.52
20-09-2016,East,11.14,71.55,412.46,1.09,78.96
21-09-2016,Central,14.71,57.27,413.39,1.14,86.12
22-09-2016,West,19.82,88.37,412.15,1.36,51.73
23-09-2016,North,16.38,43.20,410.58,0.64,69.90
24-09-2016,North,18.87,54.92,411.05,1.21,53.46
25-09-2016,South,23.30,88.06,412.13,1.33,52.95
26-09-2016,West,20.38,94.58,414.00,1.06,69.31
27-09-2016,North,16.60,43.00,412.80,1.09,65.93
28-09-2016,East,14.19,64.54,411.00,1.10,78.74
29-09-2016,West,6.02,67.36,413.14,1.09,60.85
30-09-2016,East,15.56,69.34,411.60,1.23,63.39
01-10-2016,East,14.93,53.44,413.53,1.27,67.54
02-10-2016,North,17.79,92.03,415.99,0.60,54.66
03-10-2016,West,15.62,12.76,411.67,1.43,56.32
04-10-2016,Central,14.95,49.47,413.42,1.15,78.39
05-10-2016,North,9.12,71.20,411.11,1.81,58.41
06-10-2016,North,12.48,71.43,412.07,0.88,79.19
07-10-2016,West,18.14,93.82,412.29,0.98,72.29
08-10-2016,West,23.10,89.96,411.96,1.18,46.43
09-10-2016,East,15.85,52.86,415.96,1.36,71.36
10-10-2016,West,17.55,92.50,411.81,0.65,71.27
11-10-2016,East,20.05,42.15,413.16,0.99,70.08
12-10-2016,North,12.99,83.27,409.39,1.42,63.30
13-10-2016,South,17.71,105.26,412.95,0.95,53.72
14-10-2016,Central,13.28,90.37,414.02,1.65,81.15
15-10-2016,North,19.70,62.64,411.52,1.10,63.78
16-10-2016,West,16.85,51.71,408.56,0.97,54.40
17-10-2016,Central,17.43,21.79,412.28,1.42,70.49
18-10-2016,South,13.11,67.76,412.37,1.72,56.09
19-10-2016,South,19.07,32.12,413.44,1.37,53.61
20-10-2016,East,24.58,40.17,415.38,1.62,60.49
21-10-2016,Central,12.21,30.23,411.80,1.75,57.02
22-10-2016,East,14.88,48.49,411.09,0.97,54.05
23-10-2016,North,17.17,59.30,410.64,1.53,74.68
24-10-2016,Central,19.39,66.84,412.69,0.79,63.63
25-10-2016,North,14.01,44.99,413.12,1.37,80.03
26-10-2016,East,4.91,86.73,411.60,1.22,54.75
27-10-2016,Central,21.68,54.79,413.59,1.62,44.27
28-10-2016,East,19.29,40.31,413.13,1.60,66.79
29-10-2016,Central,9.27,65.66,412.51,1.42,87.27
30-10-2016,East,13.82,109.09,411.10,1.34,71.37
31-10-2016,South,22.52,68.38,411.74,1.40,100.00
01-11-2016,East,22.04,50.93,408.82,1.27,68.98
02-11-2016,South,20.00,21.81,412.83,1.23,67.83
03-11-2016,East,15.54,54.51,412.53,1.68,39.14
04-11-2016,Central,16.58,65.87,412.78,1.72,70.14
05-11-2016,Central,15.73,50.31,413.26,1.21,67.02
06-11-2016,Central,20.76,18.37,413.09,1.32,60.11
07-11-2016,West,12.75,38.74,412.36,1.28,63.36
08-11-2016,North,13.03,96.36,412.60,0.77,64.18
09-11-2016,Central,20.29,95.85,410.43,1.15,62.84
10-11-2016,South,16.08,37.83,411.67,1.73,90.08
11-11-2016,Central,21.77,76.82,412.63,1.03,60.55
12-11-2016,West,13.57,30.54,411.46,1.89,67.03
13-11-2016,South,16.04,95.11,413.87,1.61,60.15
14-11-2016,West,12.57,66.13,411.60,1.38,74.40
15-11-2016,South,16.28,83.74,412.92,1.42,67.12
16-11-2016,East,10.34,17.12,412.78,0.98,61.64
17-11-2016,North,14.31,76.94,413.73,1.18,41.89
18-11-2016,North,10.51,59.81,413.97,1.69,67.92
19-11-2016,West,19.03,81.30,413.67,1.07,61.29
20-11-2016,North,19.12,82.87,409.48,1.58,64.27
21-11-2016,West,9.34,61.64,414.44,0.85,50.81
22-11-2016,West,21.59,44.98,414.95,0.90,82.20
23-11-2016,West,26.25,79.49,411.94,1.83,75.28
24-11-2016,North,16.44,58.50,413.03,1.26,82.17
25-11-2016,West,13.70,38.18,411.35,1.10,78.76
26-11-2016,North,27.56,37.00,409.77,1.67,72.11
27-11-2016,West,10.99,23.07,411.59,1.63,51.29
28-11-2016,Central,16.34,47.24,411.90,1.54,87.12
29-11-2016,West,16.98,87.57,412.19,1.09,53.87
30-11-2016,South,21.64,64.45,411.29,1.18,61.78
01-12-2016,West,17.70,46.76,411.64,1.36,73.48
02-12-2016,East,14.27,80.12,412.73,1.47,74.08
03-12-2016,West,12.46,39.19,411.60,1.11,71.87
04-12-2016,South,14.90,62.38,413.58,1.32,60.20
05-12-2016,South,12.24,55.51,413.80,1.35,57.72
06-12-2016,North,16.46,79.48,416.35,1.65,95.41
07-12-2016,Central,14.01,20.57,414.48,1.49,64.53
08-12-2016,West,10.29,38.75,413.17,0.81,63.06
09-12-2016,North,21.29,19.04,411.88,1.20,56.44
10-12-2016,Central,14.28,53.51,413.26,0.99,67.94
11-12-2016,West,11.20,90.29,413.32,1.44,67.38
12-12-2016,East,15.60,47.36,412.07,1.55,64.81
13-12-2016,West,16.54,47.23,414.02,1.30,69.58
14-12-2016,South,9.28,81.79,410.76,1.19,86.16
15-12-2016,South,17.60,86.71,412.50,1.29,57.86
16-12-2016,East,12.08,57.79,413.71,1.33,65.52
17-12-2016,North,23.12,77.12,412.45,1.08,57.23
18-12-2016,Central,18.37,33.08,412.58,0.91,68.54
19-12-2016,West,14.67,94.45,412.69,0.66,58.18
20-12-2016,South,13.29,113.72,411.66,1.65,58.69
21-12-2016,North,15.85,73.03,414.68,1.42,47.49
22-12-2016,East,18.72,7.89,411.40,1.38,66.17
23-12-2016,South,16.17,46.04,413.41,1.65,70.16
24-12-2016,East,15.41,75.32,413.57,0.90,87.33
25-12-2016,West,16.51,49.46,411.53,0.75,70.63
26-12-2016,Central,13.86,91.80,413.07,1.39,59.60
27-12-2016,South,14.90,74.70,411.61,1.36,48.68
28-12-2016,South,7.93,42.34,415.07,0.76,50.34
29-12-2016,West,20.17,60.81,411.28,1.39,49.45
30-12-2016,North,17.47,37.65,412.02,1.16,87.54
31-12-2016,Central,13.18,55.44,411.17,1.04,68.45
01-01-2017,South,23.87,46.14,410.98,1.18,58.00
02-01-2017,Central,16.63,89.37,415.41,0.55,53.48
03-01-2017,South,12.14,112.90,413.85,1.10,54.73
04-01-2017,Central,19.71,24.22,413.26,1.07,57.69
05-01-2017,East,17.87,11.92,412.07,1.45,80.80
06-01-2017,South,17.86,53.87,414.42,1.23,64.64
07-01-2017,Central,14.58,22.04,411.84,1.47,47.63
08-01-2017,North,18.08,61.16,414.27,0.52,92.73
09-01-2017,East,15.24,78.72,411.78,1.03,51.32
10-01-2017,East,18.51,97.35,412.13,1.45,57.91
11-01-2017,North,8.66,65.03,414.25,1.19,80.72
12-01-2017,Central,14.55,55.17,414.41,1.54,69.98
13-01-2017,West,23.17,10.54,414.02,0.74,59.36
14-01-2017,North,13.22,60.65,411.56,1.50,50.22
15-01-2017,Central,13.87,61.78,412.47,1.09,53.40
16-01-2017,North,14.49,75.97,413.39,1.07,54.12
17-01-2017,North,11.43,42.29,411.89,1.58,65.08
18-01-2017,South,7.45,49.12,415.23,1.64,67.29
19-01-2017,Central,15.37,23.05,409.58,1.60,63.22
20-01-2017,West,16.83,2.72,412.02,1.90,64.53
21-01-2017,South,16.08,32.29,412.43,1.67,52.39
22-01-2017,North,15.71,20.74,408.94,1.05,68.52
23-01-2017,North,16.46,68.42,411.12,1.33,80.37
24-01-2017,North,20.38,47.05,414.16,1.18,63.05
25-01-2017,Central,15.53,46.54,413.28,1.90,62.81
26-01-2017,Central,13.99,35.39,415.60,1.62,66.00
27-01-2017,South,15.17,20.81,415.57,1.24,78.42
28-01-2017,West,18.61,97.71,413.91,1.56,54.26
29-01-2017,South,21.94,34.99,413.74,0.92,82.41
30-01-2017,East,13.78,49.69,413.38,1.37,70.05
31-01-2017,North,16.69,23.63,409.31,1.01,65.34
01-02-2017,North,17.65,84.30,411.20,0.79,79.56
02-02-2017,North,12.32,63.59,413.46,1.53,50.82
03-02-2017,South,16.38,39.34,414.24,1.57,71.26
04-02-2017,South,10.43,50.19,413.76,1.43,70.16
05-02-2017,North,9.22,101.95,411.99,1.24,53.77
06-02-2017,South,17.76,58.18,414.75,0.92,70.53
07-02-2017,Central,14.76,55.46,415.57,0.95,68.40
08-02-2017,Central,17.11,36.47,414.77,1.01,62.86
09-02-2017,South,16.23,12.64,414.85,1.23,75.35
10-02-2017,North,12.39,56.00,412.54,1.62,58.14
11-02-2017,South,16.12,68.14,415.00,1.62,68.24
12-02-2017,South,11.37,87.49,413.61,0.81,63.42
13-02-2017,South,21.86,3.79,414.17,1.09,57.62
14-02-2017,East,10.88,31.87,413.96,1.08,71.03
15-02-2017,Central,15.52,45.48,413.24,0.54,62.51
16-02-2017,West,12.13,59.91,412.14,1.47,47.32
17-02-2017,West,18.58,56.37,413.32,1.23,43.39
18-02-2017,East,14.98,56.96,414.93,1.27,74.47
19-02-2017,South,14.23,70.20,412.80,1.71,50.35
20-02-2017,East,19.72,37.42,414.81,1.33,68.35
21-02-2017,East,16.42,83.35,414.58,1.18,65.66
22-02-2017,North,18.37,70.84,413.04,1.48,60.58
23-02-2017,Central,12.38,52.00,415.58,1.62,88.48
24-02-2017,West,10.69,100.02,412.97,1.39,67.16
25-02-2017,South,16.74,98.91,415.78,1.51,74.07
26-02-2017,West,15.03,83.32,414.17,1.26,68.42
27-02-2017,West,18.81,15.46,413.51,1.28,62.22
28-02-2017,Central,15.99,99.47,412.21,1.34,64.77
01-03-2017,West,17.13,79.87,413.42,1.08,82.50
02-03-2017,West,9.82,110.16,413.25,1.14,78.06
03-03-2017,East,23.86,90.94,411.68,1.72,88.42
04-03-2017,Central,15.65,99.46,413.25,1.91,67.66
05-03-2017,North,19.10,81.97,412.38,1.79,54.48
06-03-2017,South,12.97,93.72,414.47,0.91,59.71
07-03-2017,West,17.54,109.85,415.56,0.89,50.75
08-03-2017,South,11.10,65.41,411.77,0.95,74.20
09-03-2017,North,18.12,20.69,416.19,1.35,57.97
10-03-2017,South,14.89,52.31,413.44,0.47,28.34
11-03-2017,North,16.43,69.75,412.18,1.14,94.57
12-03-2017,East,19.11,61.87,414.78,1.74,58.15
13-03-2017,West,11.38,28.84,412.99,1.61,58.08
14-03-2017,North,13.58,19.22,413.54,1.16,85.06
15-03-2017,South,18.14,41.47,413.07,1.19,50.50
16-03-2017,West,24.71,80.19,412.46,1.49,78.64
17-03-2017,East,15.76,99.51,414.78,1.60,57.95
18-03-2017,West,18.68,82.91,413.27,1.16,49.11
19-03-2017,North,15.89,86.44,411.56,1.25,85.47
20-03-2017,East,24.09,57.98,414.55,1.15,76.08
21-03-2017,South,9.33,16.45,411.92,0.92,76.04
22-03-2017,East,16.70,48.62,412.01,1.25,69.41
23-03-2017,East,9.82,53.53,415.54,1.23,72.19
24-03-2017,Central,6.29,47.57,411.96,0.94,50.21
25-03-2017,East,17.51,61.37,410.29,1.51,66.34
26-03-2017,East,16.88,71.04,414.71,1.47,53.85
27-03-2017,West,15.18,81.33,413.33,1.53,48.33
28-03-2017,South,15.90,53.05,413.47,1.09,69.93
29-03-2017,West,28.72,12.41,413.33,0.73,78.90
30-03-2017,West,15.29,47.93,414.16,1.46,60.40
31-03-2017,North,18.36,61.09,412.69,1.12,62.46
01-04-2017,West,13.73,90.57,416.04,1.06,51.34
02-04-2017,Central,17.51,45.80,411.62,0.95,65.09
03-04-2017,Central,15.37,72.81,414.51,1.24,74.12
04-04-2017,North,14.68,67.25,414.82,1.80,74.50
05-04-2017,South,23.60,61.10,412.72,1.17,71.54
06-04-2017,South,21.04,83.26,412.34,1.00,57.58
07-04-2017,West,16.87,43.48,415.41,1.52,57.20
08-04-2017,West,7.11,45.62,412.40,1.38,74.54
09-04-2017,West,14.88,59.70,412.99,0.69,74.74
10-04-2017,South,27.14,44.00,415.24,1.53,62.94
11-04-2017,East,15.41,72.70,413.97,1.97,59.89
12-04-2017,Central,20.74,42.17,411.23,0.55,79.01
13-04-2017,East,22.10,65.66,416.56,0.96,60.68
14-04-2017,East,17.21,57.50,413.15,0.48,73.95
15-04-2017,South,12.96,65.37,413.35,1.31,63.36
16-04-2017,East,6.59,48.51,414.35,1.63,52.43
17-04-2017,North,19.07,51.52,414.91,1.36,84.35
18-04-2017,West,13.07,62.40,416.92,1.75,66.44
19-04-2017,North,17.04,65.05,411.50,1.58,56.47
20-04-2017,Central,11.33,59.89,415.24,1.84,48.31
21-04-2017,West,15.27,102.63,415.12,1.68,49.52
22-04-2017,East,16.47,35.23,413.81,1.21,60.53
23-04-2017,Central,17.41,58.39,415.21,1.35,88.10
24-04-2017,West,11.88,20.66,415.44,1.07,57.98
25-04-2017,East,21.12,69.30,411.97,1.27,82.37
26-04-2017,North,13.95,32.12,416.68,1.35,63.43
27-04-2017,West,9.64,53.04,411.72,1.31,50.83
28-04-2017,East,15.90,50.70,412.37,1.74,59.32
29-04-2017,North,16.48,67.02,413.69,1.24,49.63
30-04-2017,Central,16.98,46.18,416.98,1.06,54.73
01-05-2017,Central,21.79,45.12,413.64,1.08,54.37
02-05-2017,Central,15.39,95.90,414.06,1.54,42.15
03-05-2017,Central,15.86,67.11,416.26,0.92,83.15
04-05-2017,South,11.93,45.97,413.67,1.28,67.53
05-05-2017,West,19.62,53.73,412.37,1.74,56.76
06-05-2017,West,17.08,101.13,413.52,1.43,67.66
07-05-2017,South,14.66,54.12,416.21,1.32,54.97
08-05-2017,East,8.72,42.77,414.27,1.33,32.95
09-05-2017,East,22.12,42.88,417.07,1.03,100.00
10-05-2017,Central,11.43,46.27,415.29,1.09,67.28
11-05-2017,North,13.98,45.14,413.22,1.29,57.93
12-05-2017,East,17.78,28.01,414.27,1.43,41.79
13-05-2017,North,11.56,31.89,412.93,1.63,47.07
14-05-2017,West,10.37,39.27,413.21,1.37,84.85
15-05-2017,North,7.85,74.79,420.94,1.75,83.02
16-05-2017,West,19.23,50.47,415.76,1.83,74.04
17-05-2017,South,14.17,54.82,415.53,1.59,51.62
18-05-2017,South,28.06,91.75,413.32,1.71,83.12
19-05-2017,Central,12.37,92.38,416.61,1.05,70.40
20-05-2017,East,12.66,52.95,415.92,1.00,72.86
21-05-2017,Central,14.09,44.23,417.10,1.50,70.35
22-05-2017,West,17.32,38.39,417.04,0.95,46.92
23-05-2017,Central,14.47,77.32,412.08,1.26,50.62
24-05-2017,North,18.80,54.88,412.64,1.58,58.88
25-05-2017,West,12.44,50.34,412.81,1.77,72.72
26-05-2017,South,10.82,39.66,412.91,1.28,48.43
27-05-2017,East,9.16,40.76,414.82,1.16,62.90
28-05-2017,West,7.46,68.00,413.49,1.45,62.88
29-05-2017,West,14.28,27.11,417.46,1.03,74.51
30-05-2017,North,15.15,84.87,417.22,1.30,73.10
31-05-2017,East,13.83,46.65,414.36,1.35,52.88
01-06-2017,South,21.33,56.26,417.31,1.35,82.36
02-06-2017,West,21.27,26.58,416.62,1.38,51.04
03-06-2017,West,15.02,59.69,413.72,1.10,78.11
04-06-2017,North,9.18,51.79,411.39,1.14,58.40
05-06-2017,Central,14.09,58.75,414.09,1.13,66.97
06-06-2017,South,13.96,96.79,413.45,0.87,67.71
07-06-2017,East,13.73,64.44,414.74,1.46,67.37
08-06-2017,West,13.57,40.13,414.57,1.63,73.09
09-06-2017,West,13.74,42.22,414.54,1.60,69.70
10-06-2017,South,14.81,74.88,415.24,1.28,74.40
11-06-2017,Central,13.82,92.47,412.65,1.12,70.58
12-06-2017,West,17.19,67.05,415.09,1.58,49.83
13-06-2017,South,17.80,77.22,413.83,1.55,68.24
14-06-2017,North,12.72,75.24,414.79,1.43,58.23
15-06-2017,Central,21.45,95.48,415.94,1.88,51.69
16-06-2017,East,12.44,11.26,412.68,1.35,61.52
17-06-2017,West,9.89,76.68,414.10,1.29,67.20
18-06-2017,South,17.89,84.59,414.35,1.24,68.00
19-06-2017,North,13.09,26.53,413.77,0.90,77.67
20-06-2017,East,17.65,37.86,415.90,1.56,80.69
21-06-2017,South,6.75,38.73,413.48,1.33,69.04
22-06-2017,South,21.93,41.78,413.73,1.52,71.21
23-06-2017,East,19.05,47.96,413.51,1.92,66.14
24-06-2017,North,10.36,66.07,416.22,1.25,74.21
25-06-2017,North,10.45,81.64,413.85,0.66,70.84
26-06-2017,Central,23.06,87.03,415.29,1.51,64.35
27-06-2017,West,13.42,39.05,417.57,1.42,90.82
28-06-2017,East,13.03,38.88,414.51,1.15,58.45
29-06-2017,East,7.30,92.90,416.30,1.49,82.45
30-06-2017,East,14.97,76.17,417.14,1.60,48.75
01-07-2017,North,15.46,62.07,416.19,1.09,74.76
02-07-2017,West,19.23,71.83,414.63,1.28,82.24
03-07-2017,Central,10.77,59.25,415.63,1.81,42.11
04-07-2017,South,10.29,73.11,412.74,1.15,66.67
05-07-2017,South,18.18,51.60,413.51,1.39,73.58
06-07-2017,East,20.40,66.72,413.78,0.58,68.02
07-07-2017,West,10.09,22.24,418.06,0.93,69.54
08-07-2017,North,20.70,42.81,413.49,1.42,66.63
09-07-2017,West,16.52,43.07,413.48,1.74,51.87
10-07-2017,West,20.74,50.64,413.16,0.97,93.42
11-07-2017,North,16.09,36.84,415.58,1.40,58.96
12-07-2017,East,6.29,46.66,414.96,1.26,70.21
13-07-2017,West,15.77,22.14,416.39,1.66,57.24
14-07-2017,South,20.62,73.72,415.77,1.01,37.69
15-07-2017,North,12.80,57.94,412.70,1.51,53.91
16-07-2017,Central,14.82,17.37,413.57,1.18,47.63
17-07-2017,East,15.67,39.13,416.84,1.44,78.10
18-07-2017,North,4.78,68.42,414.50,1.40,57.72
19-07-2017,Central,23.06,46.42,416.59,1.30,58.83
20-07-2017,Central,12.77,42.58,414.59,1.52,52.23
21-07-2017,West,18.40,58.14,413.38,1.39,66.13
22-07-2017,West,16.03,68.59,414.38,1.34,56.40
23-07-2017,West,21.41,24.09,413.39,1.27,76.91
24-07-2017,North,18.01,73.75,414.01,1.40,68.62
25-07-2017,North,15.44,39.99,415.16,1.45,58.14
26-07-2017,East,12.81,59.55,415.64,1.09,75.20
27-07-2017,West,19.57,59.11,412.50,1.28,65.10
28-07-2017,Central,8.89,46.82,414.86,1.07,65.26
29-07-2017,South,18.97,34.41,414.02,1.37,47.45
30-07-2017,East,11.99,52.86,413.94,1.21,64.15
31-07-2017,North,21.39,100.63,415.12,1.62,68.86
01-08-2017,East,17.03,25.96,414.10,1.59,81.00
02-08-2017,East,18.96,102.31,417.01,1.11,55.98
03-08-2017,East,16.71,53.51,416.73,1.39,92.34
04-08-2017,East,9.38,60.88,416.73,1.58,71.68
05-08-2017,South,12.94,32.83,414.22,1.33,46.77
06-08-2017,West,19.08,40.72,413.53,1.17,54.86
07-08-2017,Central,17.05,47.43,415.10,1.06,82.05
